axis,start_idx,end_idx,start_time,end_time,duration_sec,type,magnitude_kWh
Axis #3,18493,18512,2022-10-17 22:53:41,2022-10-17 22:54:21,40,Alert,11.521060425956833
Axis #3,30247,30267,2022-10-18 05:28:19,2022-10-18 05:29:01,42,Alert,10.586011819963439
Axis #3,10307,10331,2022-10-17 18:17:48,2022-10-17 18:18:37,49,Alert,13.225745083136697
Axis #3,23060,23090,2022-10-18 01:27:06,2022-10-18 01:28:07,61,Alert,14.506359870868582
Axis #3,13161,13204,2022-10-17 19:53:51,2022-10-17 19:55:16,85,Alert,11.065095671809182
Axis #3,7961,7989,2022-10-17 16:58:40,2022-10-17 16:59:37,57,Error,23.54714410960455
Axis #3,6550,6578,2022-10-17 16:11:32,2022-10-17 16:12:29,57,Alert,11.247395233533886
Axis #3,23940,23982,2022-10-18 01:56:47,2022-10-18 01:58:10,83,Alert,13.221494847366952
Axis #3,21192,21215,2022-10-18 00:24:26,2022-10-18 00:25:14,48,Error,21.94108022638517
Axis #3,6219,6258,2022-10-17 16:00:31,2022-10-17 16:01:48,77,Error,20.6786888349871
Axis #3,1307,1345,2022-10-17 13:14:30,2022-10-17 13:15:49,79,Alert,12.039759076307314
Axis #3,5264,5303,2022-10-17 15:28:05,2022-10-17 15:29:23,78,Alert,13.932253058770502
Axis #3,12529,12554,2022-10-17 19:32:35,2022-10-17 19:33:27,52,Error,26.167614293556074
Axis #3,28945,28960,2022-10-18 04:44:54,2022-10-18 04:45:27,33,Alert,12.649291204180845
Axis #3,11262,11285,2022-10-17 18:49:58,2022-10-17 18:50:46,48,Alert,11.039406424559068
Axis #3,8607,8633,2022-10-17 17:20:46,2022-10-17 17:21:38,52,Alert,12.469568307153372
Axis #3,23199,23223,2022-10-18 01:31:50,2022-10-18 01:32:39,49,Error,21.282368177712787
Axis #3,8840,8865,2022-10-17 17:28:30,2022-10-17 17:29:22,52,Alert,13.085972671128438
Axis #3,36195,36234,2022-10-18 08:48:06,2022-10-18 08:49:22,76,Error,21.0768201902421
Axis #3,28260,28298,2022-10-18 04:21:55,2022-10-18 04:23:11,76,Alert,10.46022702484498
Axis #3,36380,36418,2022-10-18 08:54:16,2022-10-18 08:55:32,76,Alert,15.18060634704513
Axis #3,16596,16628,2022-10-17 21:49:59,2022-10-17 21:51:03,64,Alert,10.479908437648561
Axis #3,30193,30232,2022-10-18 05:26:33,2022-10-18 05:27:51,78,Error,23.27508387850265
Axis #3,2261,2303,2022-10-17 13:46:27,2022-10-17 13:47:51,84,Alert,10.373606271074951
Axis #3,2065,2104,2022-10-17 13:39:52,2022-10-17 13:41:10,78,Alert,13.076734325514279
Axis #3,34028,34059,2022-10-18 07:35:11,2022-10-18 07:36:14,63,Alert,13.50064937626713
Axis #3,22866,22900,2022-10-18 01:20:35,2022-10-18 01:21:44,69,Alert,10.855772809704069
Axis #3,16785,16823,2022-10-17 21:56:19,2022-10-17 21:57:35,76,Alert,11.745076709732528
Axis #3,38793,38818,2022-10-18 10:15:26,2022-10-18 10:16:18,52,Alert,13.004912610360957
Axis #3,16065,16105,2022-10-17 21:32:11,2022-10-17 21:33:34,83,Alert,11.270414527417527
Axis #3,17105,17138,2022-10-17 22:07:00,2022-10-17 22:08:06,66,Alert,12.17067542472902
Axis #3,2222,2251,2022-10-17 13:45:09,2022-10-17 13:46:08,59,Alert,11.749921150204893
Axis #3,686,711,2022-10-17 12:48:07,2022-10-17 12:48:58,51,Alert,15.219292381844822
Axis #3,31398,31418,2022-10-18 06:06:56,2022-10-18 06:07:38,42,Error,21.123798703323402
Axis #3,36661,36693,2022-10-18 09:03:39,2022-10-18 09:04:44,65,Error,22.501329388902505
Axis #3,11121,11136,2022-10-17 18:45:10,2022-10-17 18:45:42,32,Alert,12.081196908744012
Axis #3,5120,5152,2022-10-17 15:23:13,2022-10-17 15:24:17,64,Alert,10.908567943870214
Axis #3,13137,13181,2022-10-17 19:53:01,2022-10-17 19:54:33,92,Error,29.866097256870397
Axis #3,1533,1568,2022-10-17 13:22:09,2022-10-17 13:23:19,70,Alert,11.801072233341788
Axis #3,1943,1983,2022-10-17 13:35:46,2022-10-17 13:37:06,80,Alert,12.955663873698375
Axis #3,982,999,2022-10-17 12:58:02,2022-10-17 12:58:39,37,Error,24.85895921950255
Axis #3,39585,39605,2022-10-18 10:42:07,2022-10-18 10:42:45,38,Alert,12.858256791119468
Axis #3,32149,32182,2022-10-18 06:32:04,2022-10-18 06:33:10,66,Alert,10.987757491845551
Axis #3,27382,27410,2022-10-18 03:52:27,2022-10-18 03:53:23,56,Error,27.360524365401073
Axis #3,32032,32074,2022-10-18 06:28:09,2022-10-18 06:29:32,83,Alert,12.800473427182306
Axis #3,17605,17628,2022-10-17 22:23:45,2022-10-17 22:24:33,48,Error,21.571070808297797
Axis #3,5465,5481,2022-10-17 15:35:25,2022-10-17 15:35:55,30,Alert,12.232245128152583
Axis #3,39435,39469,2022-10-18 10:37:02,2022-10-18 10:38:11,69,Alert,13.669295893292954
Axis #3,33381,33419,2022-10-18 07:13:25,2022-10-18 07:14:40,75,Alert,12.719008652007698
Axis #3,26327,26343,2022-10-18 03:17:08,2022-10-18 03:17:38,30,Alert,13.227919809413526
Axis #3,37517,37560,2022-10-18 09:32:30,2022-10-18 09:33:55,85,Alert,13.620663710592067
Axis #3,19762,19798,2022-10-17 23:36:26,2022-10-17 23:37:37,71,Alert,11.170484436077153
Axis #3,2681,2696,2022-10-17 14:00:34,2022-10-17 14:01:06,32,Error,23.322005343581072
Axis #3,3676,3717,2022-10-17 14:34:04,2022-10-17 14:35:30,86,Alert,10.55096504199314
Axis #3,21023,21048,2022-10-18 00:18:47,2022-10-18 00:19:38,51,Alert,12.295424249481574
Axis #3,23972,23998,2022-10-18 01:57:51,2022-10-18 01:58:45,54,Alert,13.249652032878107
Axis #3,31291,31318,2022-10-18 06:03:21,2022-10-18 06:04:17,56,Alert,12.664873123702003
Axis #3,10135,10165,2022-10-17 18:12:02,2022-10-17 18:13:03,61,Alert,13.119303081606452
Axis #3,9987,10019,2022-10-17 18:07:02,2022-10-17 18:08:06,64,Error,22.03046721475429
Axis #3,18676,18695,2022-10-17 22:59:51,2022-10-17 23:00:28,37,Alert,12.96100186467311
Axis #3,5896,5912,2022-10-17 15:49:45,2022-10-17 15:50:20,35,Alert,14.892033301360824
Axis #3,10274,10317,2022-10-17 18:16:41,2022-10-17 18:18:07,86,Alert,12.071044869160145
Axis #3,12567,12611,2022-10-17 19:33:55,2022-10-17 19:35:23,88,Alert,12.694916118385052
Axis #3,1034,1051,2022-10-17 12:59:49,2022-10-17 13:00:22,33,Alert,11.782292932108204
Axis #3,37213,37248,2022-10-18 09:22:17,2022-10-18 09:23:27,70,Alert,11.644933358701785
Axis #3,31760,31782,2022-10-18 06:19:01,2022-10-18 06:19:46,45,Alert,15.14691455651666
Axis #3,1182,1204,2022-10-17 13:10:20,2022-10-17 13:11:01,41,Alert,13.976388761414333
Axis #3,258,279,2022-10-17 12:33:45,2022-10-17 12:34:24,39,Alert,15.001603439831284
Axis #3,23077,23091,2022-10-18 01:27:43,2022-10-18 01:28:09,26,Alert,13.552801999867077
Axis #3,12624,12647,2022-10-17 19:35:48,2022-10-17 19:36:35,47,Alert,12.715825699615936
Axis #3,5676,5696,2022-10-17 15:42:24,2022-10-17 15:43:05,41,Alert,15.195035423443285
Axis #3,1385,1405,2022-10-17 13:17:09,2022-10-17 13:17:51,42,Alert,14.026134909291477
Axis #3,13586,13628,2022-10-17 20:08:09,2022-10-17 20:09:36,87,Error,20.74794415264558
Axis #3,15725,15744,2022-10-17 21:20:46,2022-10-17 21:21:22,36,Alert,13.089296920740388
Axis #3,4172,4203,2022-10-17 14:50:48,2022-10-17 14:51:51,63,Alert,13.701722564231689
Axis #3,15591,15606,2022-10-17 21:16:16,2022-10-17 21:16:44,28,Alert,14.22191299718127
Axis #3,6377,6416,2022-10-17 16:05:49,2022-10-17 16:07:06,77,Error,26.22342870662588
Axis #3,35735,35776,2022-10-18 08:32:36,2022-10-18 08:34:01,85,Error,26.39356354984267
Axis #3,18799,18839,2022-10-17 23:04:00,2022-10-17 23:05:20,80,Alert,10.994756862356327
Axis #3,38304,38342,2022-10-18 09:58:59,2022-10-18 10:00:15,76,Alert,12.611085883681119
Axis #3,29127,29170,2022-10-18 04:51:01,2022-10-18 04:52:26,85,Alert,10.320412667332576
Axis #3,25270,25305,2022-10-18 02:41:35,2022-10-18 02:42:45,70,Alert,12.718697369354748
Axis #3,7908,7942,2022-10-17 16:56:52,2022-10-17 16:58:00,68,Alert,15.262244803483496
Axis #3,170,187,2022-10-17 12:24:05,2022-10-17 12:24:37,32,Alert,10.561448354877138
Axis #3,37920,37949,2022-10-18 09:46:04,2022-10-18 09:47:03,59,Alert,13.095201250958251
Axis #3,4772,4793,2022-10-17 15:10:59,2022-10-17 15:11:39,40,Alert,12.51819558552852
Axis #3,37259,37296,2022-10-18 09:23:48,2022-10-18 09:25:02,74,Error,21.631258615631666
Axis #3,8549,8564,2022-10-17 17:18:49,2022-10-17 17:19:21,32,Alert,13.497835264668376
Axis #3,31868,31883,2022-10-18 06:22:41,2022-10-18 06:23:09,28,Alert,11.514749739274437
Axis #3,16161,16193,2022-10-17 21:35:24,2022-10-17 21:36:30,66,Alert,10.629919368186599
Axis #3,144,164,2022-10-17 12:23:12,2022-10-17 12:23:53,41,Alert,15.17745698714459
Axis #3,18065,18109,2022-10-17 22:39:17,2022-10-17 22:40:44,87,Alert,10.269485734447104
Axis #3,30254,30279,2022-10-18 05:28:36,2022-10-18 05:29:24,48,Alert,13.125378944714836
Axis #3,37922,37948,2022-10-18 09:46:08,2022-10-18 09:46:57,49,Error,24.356986471798187
Axis #3,7742,7764,2022-10-17 16:51:21,2022-10-17 16:52:06,45,Alert,13.618978592256616
Axis #3,11880,11898,2022-10-17 19:10:45,2022-10-17 19:11:22,37,Alert,13.761011410793559
Axis #3,6047,6076,2022-10-17 15:54:47,2022-10-17 15:55:45,58,Alert,13.50914177170272
Axis #3,12685,12713,2022-10-17 19:37:51,2022-10-17 19:38:48,57,Error,22.41580053245947
Axis #3,28991,29014,2022-10-18 04:46:29,2022-10-18 04:47:13,44,Alert,10.394728773393792
Axis #3,31347,31370,2022-10-18 06:05:16,2022-10-18 06:06:00,44,Alert,11.113961672726472
Axis #3,18283,18306,2022-10-17 22:46:35,2022-10-17 22:47:23,48,Alert,10.223748963558007
Axis #3,27914,27946,2022-10-18 04:10:18,2022-10-18 04:11:22,64,Alert,14.793803784483602
Axis #3,18399,18423,2022-10-17 22:50:31,2022-10-17 22:51:20,49,Alert,10.738409529176595
Axis #3,1281,1311,2022-10-17 13:13:40,2022-10-17 13:14:41,61,Alert,13.417251754811465
Axis #3,5947,5961,2022-10-17 15:51:28,2022-10-17 15:51:55,27,Alert,11.876709646480855
Axis #3,27301,27324,2022-10-18 03:49:46,2022-10-18 03:50:33,47,Alert,11.632580242699648
Axis #3,13404,13418,2022-10-17 20:02:03,2022-10-17 20:02:30,27,Alert,13.404859848738761
Axis #3,4371,4406,2022-10-17 14:57:28,2022-10-17 14:58:39,71,Error,23.8681298283399
Axis #3,34258,34282,2022-10-18 07:42:56,2022-10-18 07:43:45,49,Alert,12.124368600723255
Axis #3,14255,14276,2022-10-17 20:31:15,2022-10-17 20:31:58,43,Alert,15.024050508780592
Axis #3,37546,37568,2022-10-18 09:33:29,2022-10-18 09:34:14,45,Error,25.566826961234398
Axis #3,26118,26138,2022-10-18 03:10:04,2022-10-18 03:10:46,42,Alert,10.56125865559438
Axis #3,13648,13684,2022-10-17 20:10:14,2022-10-17 20:11:27,73,Alert,15.072891783442905
Axis #3,1030,1059,2022-10-17 12:59:42,2022-10-17 13:00:41,59,Alert,11.987939494685257
Axis #3,20775,20816,2022-10-18 00:10:27,2022-10-18 00:11:53,86,Alert,14.59952176622366
Axis #3,32173,32212,2022-10-18 06:32:49,2022-10-18 06:34:11,82,Error,30.63073422327942
Axis #3,32042,32076,2022-10-18 06:28:28,2022-10-18 06:29:36,68,Alert,11.53070608953306
Axis #3,18420,18452,2022-10-17 22:51:15,2022-10-17 22:52:19,64,Error,25.023660531173515
Axis #3,6973,7013,2022-10-17 16:25:41,2022-10-17 16:27:04,83,Alert,13.026526328292812
Axis #3,5069,5085,2022-10-17 15:21:32,2022-10-17 15:22:03,31,Error,27.166041685695667
Axis #3,13670,13708,2022-10-17 20:11:00,2022-10-17 20:12:16,76,Alert,10.287255617160069
Axis #3,7674,7717,2022-10-17 16:49:04,2022-10-17 16:50:34,90,Alert,13.69590087715622
Axis #3,31088,31117,2022-10-18 05:56:34,2022-10-18 05:57:28,54,Alert,13.673516574980317
Axis #3,1731,1752,2022-10-17 13:28:45,2022-10-17 13:29:25,40,Error,29.677680665043695
Axis #3,14877,14915,2022-10-17 20:52:11,2022-10-17 20:53:27,76,Alert,14.596310479104154
Axis #3,29529,29543,2022-10-18 05:04:23,2022-10-18 05:04:52,29,Error,27.512551604709994
Axis #3,214,255,2022-10-17 12:25:32,2022-10-17 12:26:54,82,Error,25.554225356364622
Axis #3,23582,23596,2022-10-18 01:44:45,2022-10-18 01:45:11,26,Error,21.152228028351328
Axis #3,34632,34646,2022-10-18 07:55:33,2022-10-18 07:55:59,26,Error,29.1805578580085
Axis #3,36229,36265,2022-10-18 08:49:13,2022-10-18 08:50:24,71,Error,30.31956117575348
Axis #3,11324,11364,2022-10-17 18:52:03,2022-10-17 18:53:23,80,Error,24.784908139105674
Axis #3,24188,24213,2022-10-18 02:05:08,2022-10-18 02:05:56,48,Error,25.969917004825245
Axis #3,3248,3288,2022-10-17 14:19:41,2022-10-17 14:21:00,79,Error,24.95961888062788
Axis #3,26764,26807,2022-10-18 03:31:44,2022-10-18 03:33:10,86,Alert,14.490287027582847
Axis #3,854,881,2022-10-17 12:53:44,2022-10-17 12:54:39,55,Error,29.06407711570192
Axis #3,15516,15537,2022-10-17 21:13:41,2022-10-17 21:14:25,44,Error,20.502999541570325
Axis #3,33328,33355,2022-10-18 07:11:37,2022-10-18 07:12:32,55,Alert,12.592748643400451
Axis #3,7117,7135,2022-10-17 16:30:30,2022-10-17 16:31:04,34,Error,20.524083281351547
Axis #3,11742,11762,2022-10-17 19:06:07,2022-10-17 19:06:45,38,Alert,11.057615396013492
Axis #3,5487,5529,2022-10-17 15:36:06,2022-10-17 15:37:33,87,Alert,11.563571397240837
Axis #3,36527,36570,2022-10-18 08:59:09,2022-10-18 09:00:34,85,Alert,11.05795892337794
Axis #3,22921,22951,2022-10-18 01:22:27,2022-10-18 01:23:28,61,Alert,11.41434592821236
Axis #3,32341,32361,2022-10-18 06:38:31,2022-10-18 06:39:10,39,Alert,12.90380807610511
Axis #3,15878,15898,2022-10-17 21:25:57,2022-10-17 21:26:35,38,Error,22.305130538329397
Axis #3,25984,26024,2022-10-18 03:05:35,2022-10-18 03:06:54,79,Alert,11.876141724363825
Axis #3,30601,30615,2022-10-18 05:40:12,2022-10-18 05:40:42,30,Alert,10.710728801324853
Axis #3,15030,15068,2022-10-17 20:57:20,2022-10-17 20:58:36,76,Error,27.677035739003525
Axis #3,2353,2385,2022-10-17 13:49:33,2022-10-17 13:50:37,64,Alert,11.512704685756898
Axis #3,8964,8998,2022-10-17 17:32:42,2022-10-17 17:33:51,69,Alert,11.03088849570869
Axis #3,13622,13655,2022-10-17 20:09:25,2022-10-17 20:10:31,66,Error,21.603291929615462
Axis #3,36452,36472,2022-10-18 08:56:40,2022-10-18 08:57:17,37,Alert,14.109470674743294
Axis #3,13106,13135,2022-10-17 19:52:00,2022-10-17 19:52:58,58,Error,29.658395430053822
Axis #3,4042,4069,2022-10-17 14:46:25,2022-10-17 14:47:20,55,Alert,13.668454634594802
Axis #3,36715,36757,2022-10-18 09:05:29,2022-10-18 09:06:53,84,Alert,13.5642849833336
Axis #3,16162,16193,2022-10-17 21:35:26,2022-10-17 21:36:30,64,Alert,13.131307892520082
Axis #3,37061,37075,2022-10-18 09:17:09,2022-10-18 09:17:35,26,Alert,11.08003823809875
Axis #3,20023,20041,2022-10-17 23:45:12,2022-10-17 23:45:46,34,Error,27.662710491846322
Axis #3,10547,10571,2022-10-17 18:25:51,2022-10-17 18:26:40,49,Error,27.342811833990968
Axis #3,16132,16146,2022-10-17 21:34:29,2022-10-17 21:34:56,27,Alert,10.414930591347673
Axis #3,39051,39065,2022-10-18 10:24:08,2022-10-18 10:24:34,26,Alert,11.327398092775281
Axis #3,10627,10641,2022-10-17 18:28:34,2022-10-17 18:29:01,27,Alert,13.882666991516682
Axis #3,12910,12950,2022-10-17 19:45:26,2022-10-17 19:46:49,83,Error,29.676495793305058
Axis #3,21414,21445,2022-10-18 00:31:51,2022-10-18 00:32:52,61,Alert,14.47426892316836
Axis #3,21845,21875,2022-10-18 00:46:14,2022-10-18 00:47:15,61,Alert,11.65527816709934
Axis #3,9991,10026,2022-10-17 18:07:10,2022-10-17 18:08:19,69,Alert,13.372132275087857
Axis #3,35752,35778,2022-10-18 08:33:12,2022-10-18 08:34:05,53,Alert,11.348133317415893
Axis #3,7049,7088,2022-10-17 16:28:15,2022-10-17 16:29:33,78,Alert,12.966272052925769
Axis #3,14007,14028,2022-10-17 20:22:53,2022-10-17 20:23:37,44,Error,22.517001885046742
Axis #3,16595,16634,2022-10-17 21:49:58,2022-10-17 21:51:14,76,Alert,10.303388659403392
Axis #3,37752,37792,2022-10-18 09:40:22,2022-10-18 09:41:45,83,Alert,11.009831229505547
Axis #3,2822,2847,2022-10-17 14:05:21,2022-10-17 14:06:09,48,Alert,12.839045697092134
Axis #3,38463,38490,2022-10-18 10:04:20,2022-10-18 10:05:12,52,Error,20.677417482419173
Axis #3,32295,32316,2022-10-18 06:36:56,2022-10-18 06:37:40,44,Alert,15.168690766730743
Axis #3,5176,5220,2022-10-17 15:25:07,2022-10-17 15:26:35,88,Alert,11.108820257326945
Axis #3,22999,23033,2022-10-18 01:25:07,2022-10-18 01:26:15,68,Alert,15.292824667302426
Axis #3,3179,3197,2022-10-17 14:17:22,2022-10-17 14:17:56,34,Alert,11.524512495292123
Axis #3,28149,28170,2022-10-18 04:18:09,2022-10-18 04:18:53,44,Alert,11.97682915391861
Axis #3,8270,8306,2022-10-17 17:09:33,2022-10-17 17:10:45,72,Alert,11.315959012688486
Axis #3,7463,7506,2022-10-17 16:42:02,2022-10-17 16:43:28,86,Alert,13.53810675193146
Axis #3,31581,31603,2022-10-18 06:13:05,2022-10-18 06:13:50,45,Alert,11.613562821945614
Axis #3,9463,9482,2022-10-17 17:49:24,2022-10-17 17:50:00,36,Alert,11.319811511391569
Axis #3,8778,8821,2022-10-17 17:26:25,2022-10-17 17:27:55,90,Alert,10.36561142916877
Axis #3,28122,28137,2022-10-18 04:17:15,2022-10-18 04:17:47,32,Alert,14.414280379566334
Axis #3,14593,14632,2022-10-17 20:42:36,2022-10-17 20:43:58,82,Error,26.156594041519647
Axis #3,24766,24799,2022-10-18 02:24:35,2022-10-18 02:25:42,67,Alert,11.250951532897284
Axis #3,35639,35672,2022-10-18 08:29:22,2022-10-18 08:30:32,70,Error,26.07420326824686
Axis #3,12998,13016,2022-10-17 19:48:24,2022-10-17 19:49:02,38,Error,28.52343835591125
Axis #3,6566,6603,2022-10-17 16:12:06,2022-10-17 16:13:20,74,Alert,12.324378359454654
Axis #3,29107,29128,2022-10-18 04:50:19,2022-10-18 04:51:03,44,Alert,11.656538760503093
Axis #3,1835,1875,2022-10-17 13:32:12,2022-10-17 13:33:31,79,Alert,11.959170323134114
Axis #3,19715,19738,2022-10-17 23:34:48,2022-10-17 23:35:36,48,Alert,13.105434299911268
Axis #3,11979,12005,2022-10-17 19:14:04,2022-10-17 19:14:57,53,Alert,10.399197205387997
Axis #3,20382,20402,2022-10-17 23:57:15,2022-10-17 23:57:57,42,Error,30.207180806086182
Axis #3,28799,28816,2022-10-18 04:40:02,2022-10-18 04:40:34,32,Alert,12.836258677623253
Axis #3,846,880,2022-10-17 12:53:29,2022-10-17 12:54:37,68,Alert,11.22189856877454
Axis #3,12634,12669,2022-10-17 19:36:11,2022-10-17 19:37:21,70,Alert,10.648019147422858
Axis #3,9405,9437,2022-10-17 17:47:28,2022-10-17 17:48:32,64,Alert,14.907682910973422
Axis #3,20479,20516,2022-10-18 00:00:31,2022-10-18 00:01:45,74,Alert,14.534541087465007
Axis #3,31375,31410,2022-10-18 06:06:13,2022-10-18 06:07:23,70,Alert,11.314691454133321
Axis #3,4106,4146,2022-10-17 14:48:35,2022-10-17 14:49:55,80,Error,27.85462117607198
Axis #3,39487,39526,2022-10-18 10:38:49,2022-10-18 10:40:07,78,Alert,13.253269237551159
Axis #3,20607,20631,2022-10-18 00:04:49,2022-10-18 00:05:38,49,Alert,12.427380598875466
Axis #3,9369,9392,2022-10-17 17:46:16,2022-10-17 17:46:59,43,Alert,14.810427382708912
Axis #3,21726,21747,2022-10-18 00:42:17,2022-10-18 00:42:56,39,Alert,15.07781054719269
Axis #3,2512,2547,2022-10-17 13:54:54,2022-10-17 13:56:04,70,Alert,14.761944843915352
Axis #3,10053,10084,2022-10-17 18:09:15,2022-10-17 18:10:17,62,Alert,15.176402157810047
Axis #3,11269,11307,2022-10-17 18:50:11,2022-10-17 18:51:27,76,Alert,11.70082164613935
Axis #3,25805,25845,2022-10-18 02:59:33,2022-10-18 03:00:53,80,Alert,12.989236757984203
Axis #3,3155,3197,2022-10-17 14:16:32,2022-10-17 14:17:56,84,Alert,13.300047839159028
Axis #3,4332,4362,2022-10-17 14:56:11,2022-10-17 14:57:11,60,Alert,12.260912340071926
Axis #3,29907,29951,2022-10-18 05:17:00,2022-10-18 05:18:27,87,Alert,15.058261109632815
Axis #3,7380,7395,2022-10-17 16:39:16,2022-10-17 16:39:48,32,Alert,10.80417559321476
Axis #3,30875,30901,2022-10-18 05:49:24,2022-10-18 05:50:17,53,Error,27.468780353128718
Axis #3,32451,32494,2022-10-18 06:42:13,2022-10-18 06:43:38,85,Alert,12.01543104244128
Axis #3,32804,32842,2022-10-18 06:54:03,2022-10-18 06:55:18,75,Alert,12.283030920596786
Axis #3,29779,29809,2022-10-18 05:12:45,2022-10-18 05:13:45,60,Alert,14.202041068706468
Axis #3,30936,30962,2022-10-18 05:51:26,2022-10-18 05:52:19,53,Alert,12.953159761999336
Axis #3,21192,21223,2022-10-18 00:24:26,2022-10-18 00:25:29,63,Alert,14.30211852205278
Axis #3,37923,37952,2022-10-18 09:46:10,2022-10-18 09:47:08,58,Error,24.930761658147993
Axis #3,24608,24644,2022-10-18 02:19:16,2022-10-18 02:20:28,72,Alert,12.731145666528581
Axis #3,25429,25443,2022-10-18 02:46:53,2022-10-18 02:47:23,30,Alert,12.852819066599803
Axis #3,35177,35203,2022-10-18 08:13:52,2022-10-18 08:14:45,53,Alert,12.38436604939841
Axis #3,21020,21052,2022-10-18 00:18:42,2022-10-18 00:19:46,64,Error,29.555111858329234
Axis #3,20890,20915,2022-10-18 00:14:21,2022-10-18 00:15:12,51,Alert,14.634977074527765
Axis #3,31589,31612,2022-10-18 06:13:20,2022-10-18 06:14:07,47,Alert,14.284087946059733
Axis #3,23660,23687,2022-10-18 01:47:19,2022-10-18 01:48:15,56,Alert,11.463677528410493
Axis #3,10773,10798,2022-10-17 18:33:31,2022-10-17 18:34:19,48,Error,25.33957607472636
Axis #3,35691,35724,2022-10-18 08:31:08,2022-10-18 08:32:15,67,Alert,13.173101915140776
Axis #3,27577,27605,2022-10-18 03:58:56,2022-10-18 03:59:53,57,Alert,11.24943361365276
Axis #3,21392,21425,2022-10-18 00:31:05,2022-10-18 00:32:11,66,Alert,12.513505101370816
Axis #3,2830,2864,2022-10-17 14:05:36,2022-10-17 14:06:44,68,Alert,11.772717515996252
Axis #3,17970,18002,2022-10-17 22:36:05,2022-10-17 22:37:10,65,Error,29.103130255214115
Axis #3,22678,22710,2022-10-18 01:14:19,2022-10-18 01:15:23,64,Alert,13.056211517865165
Axis #3,26966,26998,2022-10-18 03:38:30,2022-10-18 03:39:34,64,Alert,10.77271155931109
Axis #3,16340,16364,2022-10-17 21:41:28,2022-10-17 21:42:17,49,Error,22.965098105579944
Axis #3,31970,32006,2022-10-18 06:26:05,2022-10-18 06:27:17,72,Alert,10.629349158313648
Axis #3,36891,36921,2022-10-18 09:11:23,2022-10-18 09:12:24,61,Error,28.922101692599274
Axis #3,16374,16399,2022-10-17 21:42:36,2022-10-17 21:43:27,51,Alert,15.279835051815462
Axis #3,25515,25559,2022-10-18 02:49:48,2022-10-18 02:51:19,91,Alert,10.955683385615197
Axis #3,16833,16856,2022-10-17 21:57:54,2022-10-17 21:58:41,47,Error,24.19396365070898
Axis #3,27359,27403,2022-10-18 03:51:44,2022-10-18 03:53:10,86,Alert,13.051935666561901
Axis #3,3309,3341,2022-10-17 14:21:44,2022-10-17 14:22:49,65,Alert,13.281665228419449
Axis #3,10646,10686,2022-10-17 18:29:14,2022-10-17 18:30:34,80,Alert,12.006864577816238
Axis #3,34059,34096,2022-10-18 07:36:14,2022-10-18 07:37:28,74,Alert,14.078856658895841
Axis #3,8395,8412,2022-10-17 17:13:44,2022-10-17 17:14:16,32,Alert,13.794247473286367
Axis #3,29966,30000,2022-10-18 05:18:59,2022-10-18 05:20:07,68,Alert,11.72791414647261
Axis #3,26284,26319,2022-10-18 03:15:38,2022-10-18 03:16:48,70,Alert,15.302639415232427
Axis #3,31393,31437,2022-10-18 06:06:47,2022-10-18 06:08:14,87,Error,28.024928878711318
Axis #3,3995,4015,2022-10-17 14:44:48,2022-10-17 14:45:30,42,Alert,14.760945627099224
Axis #3,10902,10937,2022-10-17 18:37:52,2022-10-17 18:39:02,70,Alert,10.384831983914038
Axis #3,21521,21541,2022-10-18 00:35:22,2022-10-18 00:36:04,42,Alert,10.589258462227546
Axis #3,26906,26935,2022-10-18 03:36:33,2022-10-18 03:37:28,55,Alert,11.14751342309742
Axis #3,37292,37320,2022-10-18 09:24:55,2022-10-18 09:25:52,57,Error,22.42626241625931
Axis #3,31991,32010,2022-10-18 06:26:49,2022-10-18 06:27:24,35,Alert,13.946122682181022
Axis #3,23053,23082,2022-10-18 01:26:53,2022-10-18 01:27:52,59,Error,21.191798438230396
Axis #3,29672,29702,2022-10-18 05:09:11,2022-10-18 05:10:12,61,Error,21.311619749498593
Axis #3,16020,16054,2022-10-17 21:30:42,2022-10-17 21:31:50,68,Alert,10.441979850061248
Axis #3,21653,21696,2022-10-18 00:39:45,2022-10-18 00:41:16,91,Alert,12.062501036101521
Axis #3,6846,6882,2022-10-17 16:21:29,2022-10-17 16:22:41,72,Alert,15.18277315476944
Axis #3,23074,23107,2022-10-18 01:27:37,2022-10-18 01:28:43,66,Alert,12.124169156660868
Axis #3,16128,16163,2022-10-17 21:34:18,2022-10-17 21:35:28,70,Alert,14.010810686260038
Axis #3,24040,24064,2022-10-18 02:00:08,2022-10-18 02:00:58,50,Alert,12.89059388908978
Axis #3,20712,20743,2022-10-18 00:08:19,2022-10-18 00:09:23,64,Error,20.904845562721995
Axis #3,32067,32089,2022-10-18 06:29:19,2022-10-18 06:30:04,45,Error,29.32069550373438
Axis #3,4046,4085,2022-10-17 14:46:32,2022-10-17 14:47:51,79,Alert,13.839423683573491
Axis #3,4047,4073,2022-10-17 14:46:34,2022-10-17 14:47:28,54,Error,23.67510088830021
Axis #3,18643,18661,2022-10-17 22:58:45,2022-10-17 22:59:19,34,Alert,12.149082153093453
Axis #3,6207,6223,2022-10-17 16:00:09,2022-10-17 16:00:39,30,Alert,13.578619993211273
Axis #3,12938,12974,2022-10-17 19:46:22,2022-10-17 19:47:35,73,Alert,13.69402855540119
Axis #3,83,119,2022-10-17 12:21:08,2022-10-17 12:22:21,73,Alert,15.126552436383006
